debug_size,debug_RVA,image_version,os_version,export_RVA,export_size,IATRVA,res_size,linker_version,number_of_sections,stack_reserve_size,dll,address_of_entrypoint,image_base,legitimate
84,985696,0,4,0,0,8192,205244,48,3,1048576,34112,992090,4194304,1
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,956,48,3,1048576,34144,146370,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,956,48,3,1048576,34144,146370,268435456,0
0,0,0,4,0,0,8192,1544,48,3,1048576,34144,11014,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,956,48,3,1048576,34144,146370,268435456,0
0,0,0,4,0,0,8192,1544,48,3,1048576,34144,11014,4194304,0
28,224408,0,6,0,0,188416,64880,14,6,1048576,33120,127600,5368709120,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,956,48,3,1048576,34144,146370,268435456,0
0,0,0,4,0,0,8192,1544,48,3,1048576,34144,11014,4194304,0
28,224408,0,6,0,0,188416,64880,14,6,1048576,33120,127600,5368709120,0
0,0,0,6,0,0,0,36048,14,3,4194304,0,5400240,4194304,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,956,48,3,1048576,34144,146370,268435456,0
0,0,0,4,0,0,8192,1544,48,3,1048576,34144,11014,4194304,0
28,224408,0,6,0,0,188416,64880,14,6,1048576,33120,127600,5368709120,0
0,0,0,6,0,0,0,36048,14,3,4194304,0,5400240,4194304,0
0,0,0,4,0,0,8192,908,48,3,1048576,34144,157578,268435456,0
0,0,0,4,0,0,8192,44240,48,3,1048576,34144,2160194,4194304,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
84,704232,0,4,0,0,8192,1204,48,3,1048576,34144,704522,268435456,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,920,48,3,1048576,34144,1146110,268435456,0
0,0,0,4,0,0,8192,932,48,3,1048576,34144,2175182,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29252,4194304,0
28,108816,0,6,0,0,81920,4072,14,6,1048576,33120,39160,5368709120,0
84,114032,0,4,0,0,8192,1348,48,3,1048576,34144,114318,268435456,0
0,0,0,4,0,0,8192,952,48,3,1048576,34144,690138,268435456,0
0,0,0,4,0,0,32768,4072,6,4,1048576,256,29588,4194304,0
0,0,0,4,0,0,8192,924,48,3,1048576,34144,51898,268435456,0
0,0,6,4,0,0,32768,30704,6,5,1048576,34112,13199,4194304,0
0,0,0,6,0,0,1187112,368472,14,10,1048576,33120,755732,5368709120,0
28,445964,0,4,0,0,8192,1128,48,3,1048576,34144,446358,268435456,0
0,0,0,6,0,0,0,64332,14,3,1048576,33088,330944,4194304,0
0,0,6,4,0,0,32768,68928,6,5,1048576,34112,13199,4194304,0
0,0,6,5,0,0,103172,75496,2,8,1048576,33088,71644,4194304,0
0,0,0,4,0,0,8192,956,48,3,1048576,34144,146370,268435456,0
0,0,0,4,0,0,8192,1544,48,3,1048576,34144,11014,4194304,0
28,224408,0,6,0,0,188416,64880,14,6,1048576,33120,127600,5368709120,0
0,0,0,6,0,0,0,36048,14,3,4194304,0,5400240,4194304,0
0,0,0,4,0,0,8192,908,48,3,1048576,34144,157578,268435456,0
0,0,6,6,802816,154,795380,69632,2,10,1048576,33088,745196,4194304,0
112,157424,0,6,0,0,122880,163843400,14,5,1048576,33088,43787,4194304,0
112,157424,0,6,0,0,122880,114220356,14,5,1048576,33088,42392,4194304,0
0,0,6,4,0,0,32768,75880,6,5,1048576,34112,13238,4194304,0
56,2405360,0,6,0,0,2109440,20296,14,6,1048576,33088,1613407,4194304,0
112, 153040, 0, 6, 0, 0, 118784, 122137172, 14, 5, 1048576, 33088, 40936, 4194304,0
112,175744,0,6,0,0,139264,95569956,14,7,1048576,33088,46622,4194304,0
112,861680,0,6,0,0,749568,1544416,14,5,1048576,33088,450027,4194304,0
0,0,6,5,0,0,103172,45568,2,8,1048576,33088,71644,4194304,0
0,0,6,4,0,0,32768,105488,6,5,1048576,34112,13888,4194304,0
0,0,6,6,802816,154,795380,51260,2,10,1048576,33088,745196,4194304,0
0,0,6,6,802816,154,795380,51260,2,10,1048576,33088,745196,4194304,0
112,787560,0,6,0,0,446464,59024,14,5,1048576,33088,301013,4194304,0
84,33792,10,5,225168,84,233472,180108,14,6,1048576,33088,117719,4194304,0
28, 234320, 0, 5, 0, 0, 172032, 61452, 14, 7, 2000000, 49504, 42672, 5368709120, 0
0, 0, 0, 4, 0, 0, 0, 4444, 5, 2, 1048576, 0, 207065, 4194304, 1

